name,education_level,stream,cgpa,skills,interest,career_domain
S343,Undergraduate,Information Technology,6.5,git programming dsa,Development,Software Developer
S344,Undergraduate,Information Technology,6.7,api debugging java python oop dsa flask algorithms,Development,Software Developer
S345,Postgraduate,Information Technology,6.6,flask oop algorithms programming dsa api backend,Data,Software Developer
S346,Postgraduate,Information Technology,9.3,backend flask python algorithms django,Development,Software Developer
S347,Undergraduate,Computer Science,6.8,django linux algorithms backend python api git java,Development,Software Developer
S348,Postgraduate,Computer Science,8.8,java programming debugging backend algorithms python api,Development,Software Developer
S349,Postgraduate,Data Science,8.9,dsa flask django java backend oop python,Development,Software Developer
S350,Undergraduate,Computer Science,8.9,django git api flask programming debugging,Development,Software Developer
S351,Undergraduate,Information Technology,7.9,git dsa backend oop java,Development,Software Developer
S352,Undergraduate,Information Technology,7.7,git api algorithms programming django python backend flask,Development,Software Developer
S353,Postgraduate,Information Technology,8.2,django linux python flask dsa programming api,Development,Software Developer
S354,Undergraduate,Computer Science,8.0,linux debugging algorithms flask python api dsa,Development,Software Developer
S355,Postgraduate,Mechanical Engineering,8.6,java flask django backend oop debugging algorithms,Research,Software Developer
S356,Postgraduate,Computer Science,8.9,python dsa git,Development,Software Developer
S357,Undergraduate,Computer Science,8.1,programming flask api python django oop algorithms git,AI,Software Developer
S358,Postgraduate,Computer Science,9.0,api programming git django oop java backend,Writing,Software Developer
S359,Undergraduate,Computer Science,6.6,python api flask programming oop backend django algorithms,Research,Software Developer
S360,Undergraduate,Information Technology,7.1,linux oop debugging dsa java,Development,Software Developer
S361,Postgraduate,Information Technology,8.0,flask django python git dsa,Development,Software Developer
S362,Undergraduate,Psychology,7.1,java debugging django algorithms dsa,Development,Software Developer
S363,Undergraduate,Mathematics,8.8,algorithms git dsa python,Development,Software Developer
S364,Postgraduate,Information Technology,6.5,oop backend programming dsa linux git,Development,Software Developer
S365,Postgraduate,Information Technology,7.7,api oop python programming,Development,Software Developer
S366,Undergraduate,Computer Science,9.5,debugging backend dsa,Security,Software Developer
S367,Undergraduate,Computer Science,8.2,flask django git,Development,Software Developer
S368,Undergraduate,Information Technology,8.5,api django git algorithms flask,Development,Software Developer
S369,Undergraduate,Computer Science,7.0,oop git flask api linux programming dsa,Development,Software Developer
S370,Undergraduate,Information Technology,7.9,django git dsa debugging,Development,Software Developer
S371,Undergraduate,Psychology,6.9,linux python git debugging django programming flask dsa,Development,Software Developer
S372,Postgraduate,Information Technology,9.2,django oop git python,Development,Software Developer
S373,Postgraduate,Arts,8.1,python git backend api linux programming,Development,Software Developer
S374,Postgraduate,Computer Science,9.3,programming backend api,Development,Software Developer
S375,Postgraduate,Computer Science,7.6,oop flask backend django api python,Development,Software Developer
S376,Postgraduate,Information Technology,8.5,flask linux java api dsa programming oop debugging,Cloud,Software Developer
S377,Postgraduate,Computer Science,6.6,oop flask backend programming django python git linux,Development,Software Developer
S378,Undergraduate,Computer Science,8.5,linux git django backend java python api,Writing,Software Developer
S379,Undergraduate,Psychology,7.6,java linux flask backend algorithms,Development,Software Developer
S380,Postgraduate,Information Technology,7.1,algorithms api debugging python backend django,Development,Software Developer
S381,Undergraduate,Computer Science,8.0,backend flask api oop programming git,Development,Software Developer
S382,Postgraduate,Computer Science,7.7,flask debugging python dsa backend,Security,Software Developer
S383,Undergraduate,Computer Science,7.5,java flask git,Writing,Software Developer
S384,Postgraduate,Computer Science,7.1,oop flask programming linux django,Development,Software Developer
S385,Postgraduate,Information Technology,9.4,api programming django oop linux java git backend,Development,Software Developer
S386,Postgraduate,Information Technology,9.2,python dsa programming,Research,Software Developer
S387,Postgraduate,Law,6.7,programming java python linux,Security,Software Developer
S388,Postgraduate,Computer Science,9.2,api git programming django python linux,Development,Software Developer
S389,Postgraduate,Computer Science,8.7,linux debugging java backend algorithms flask python api,Development,Software Developer
S390,Undergraduate,Information Technology,7.7,algorithms oop python django api linux dsa,Security,Software Developer
S391,Undergraduate,Computer Science,9.0,linux flask git debugging api java algorithms backend,Development,Software Developer
S392,Postgraduate,Information Technology,8.4,backend oop linux django dsa flask python git,Development,Software Developer
S393,Undergraduate,Information Technology,7.5,python flask algorithms git debugging dsa linux,Development,Software Developer
S394,Undergraduate,Information Technology,7.4,backend linux git dsa flask,Development,Software Developer
S395,Undergraduate,Information Technology,7.2,algorithms python java,Cloud,Software Developer
S396,Postgraduate,Information Technology,9.5,git oop programming debugging api,Development,Software Developer
S397,Undergraduate,Information Technology,7.2,linux dsa django algorithms,Development,Software Developer
S398,Undergraduate,Information Technology,8.1,git programming python flask linux backend api java,Development,Software Developer
S399,Undergraduate,Computer Science,7.5,django dsa flask git python debugging,Development,Software Developer
S400,Postgraduate,Commerce,8.2,backend java debugging,Security,Software Developer
S401,Postgraduate,Computer Science,8.4,flask django java dsa linux algorithms backend,Development,Software Developer
S402,Undergraduate,Information Technology,8.1,flask backend debugging programming algorithms python oop,Development,Software Developer
S403,Postgraduate,Information Technology,6.9,debugging backend django algorithms dsa,Development,Software Developer
S404,Undergraduate,Computer Science,8.6,git flask java dsa backend linux oop programming,Development,Software Developer
S405,Undergraduate,Computer Science,6.8,backend debugging flask programming git python dsa linux,Development,Software Developer
S406,Undergraduate,Computer Science,8.6,flask git django programming java api oop,Development,Software Developer
S407,Postgraduate,Statistics,7.8,dsa oop backend programming,Writing,Software Developer
S408,Undergraduate,Computer Science,7.3,api debugging algorithms django oop dsa python flask,Development,Software Developer
S409,Undergraduate,Computer Science,9.1,dsa python django oop debugging algorithms,Development,Software Developer
S410,Postgraduate,Statistics,8.3,java django python programming debugging linux backend,Development,Software Developer
S411,Postgraduate,Computer Science,6.5,programming java backend flask,Writing,Software Developer
S412,Undergraduate,Computer Science,9.3,debugging java algorithms python git programming flask django,Development,Software Developer
S413,Postgraduate,Computer Science,8.8,programming dsa debugging linux django oop,Development,Software Developer
S414,Postgraduate,Information Technology,8.4,debugging algorithms java python git linux backend programming,Development,Software Developer
S415,Undergraduate,Computer Science,8.2,flask debugging django oop linux python programming dsa,Data,Software Developer
S416,Postgraduate,Computer Science,7.2,flask programming django,Development,Software Developer
